Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster
54021,320ePMZ8X0ugeffZk0wNzY,rival consoles,Persona,dreamer's wake,47,304162,False,0.656,0.508,5,-12.805,0,0.0372,0.605,0.902,0.0787,0.103,113.002,4,idm,0
49248,5qpTrF21icmxrivccYouuR,funkhauser,Dreamers (Hard Mix),dreamers - hard mix,27,201000,False,0.568,0.927,1,-6.036,1,0.0484,0.0283,0.00649,0.0466,0.217,162.031,4,hardstyle,2
49632,6ra25IjyymNXs7FIurUj5o,d-block & s-te-fan,Music Made Addictz,dreamers of dreamz,21,243082,False,0.552,0.921,10,-5.881,0,0.04,0.000758,0.802,0.259,0.193,147.994,4,hardstyle,2
49664,2mU70id53ZbZdhV262dTg2,luxtreme,Dreamers Of This World,dreamers of this world,20,236000,False,0.536,0.975,0,-4.354,0,0.154,0.0696,0.000812,0.145,0.341,155.077,4,hardstyle,2
63745,2zZXXXmkHttcUBM9SyZ1iv,personz,DREAMERS ONLY,dreamers,33,295533,False,0.446,0.795,0,-12.122,1,0.0357,0.0068,3.02e-05,0.128,0.638,174.13,4,j-rock,2
32368,0iANTai9oZfdFzmrGnMQ3Y,space motion;stylo,Dreamers,dreamers,48,403902,False,0.805,0.886,6,-8.129,0,0.0685,0.000313,0.877,0.0673,0.272,122.995,4,electronic,2
105510,29pPn3HgQQyKMuQrk2s0cq,uncles,apollo,dreamfield,34,120000,False,0.657,0.301,6,-13.093,0,0.0433,0.496,0.9,0.126,0.218,80.002,4,study,0
38265,6jygYHo8uOttsIs45U1YvI,castlebeat,CASTLEBEAT,dreamgaze,54,165409,False,0.366,0.593,5,-7.048,1,0.03,5.89e-05,0.074,0.152,0.319,149.915,4,garage,2
2703,2EtDBM1HREttw143IwZvJ0,the score;blackbear,Pressure,dreamin (with blackbear),59,198640,True,0.609,0.726,1,-3.947,0,0.108,0.00252,0.0,0.0745,0.616,79.967,4,alt-rock,1
92368,1bT6PezpaP1caCie9UZHe3,boøwy,"""GIGS"" JUST A HERO TOUR 1986 (Live)",dreamin' - live,31,233773,False,0.296,0.983,0,-4.822,1,0.0598,0.0432,0.00213,0.408,0.456,177.613,4,rockabilly,2
62214,1rxh0iojvTB24C6BpOdfC1,da-ice,SiX,dreamin' on,60,235373,False,0.397,0.931,0,-3.072,0,0.113,0.00918,0.0,0.146,0.422,170.027,4,j-pop,2
15701,4PlzJVdaRYC9Fg2AqlOxer,53 thieves,dreamin',dreamin',55,207705,True,0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983,4,chill,1
92955,3e6DgJHco44VZekE9wz8Wh,johnny burnette,Dreamin',dreamin',52,141493,False,0.471,0.449,11,-9.845,0,0.0546,0.794,2.25e-05,0.35,0.715,74.673,4,rockabilly,0
105780,3cRBqlVbIvgGv2pBoAtFnG,twinkz,Dreaming Glory,dreaming glory,28,104275,False,0.385,0.257,7,-17.413,0,0.165,0.982,0.901,0.12,0.379,149.862,4,study,0
45804,2er3qEdsuzp76lAUkPR9fP,maneli jamal;lance allen,Tranquil Strings,dreaming in color,26,155987,False,0.489,0.27,9,-11.429,1,0.0361,0.923,0.693,0.0885,0.288,164.146,4,guitar,0
22098,1AHKz2rFjUWKyC7D2nir5Q,overkill,Groove Metal Roots & Branches,dreaming in columbia,0,240960,False,0.513,0.955,6,-6.854,0,0.0673,0.00047,0.687,0.0419,0.417,132.112,4,death-metal,2
75261,6jxt3YEnTIv4v6DY4KSK24,enigma,A Posteriori,dreaming of andromeda,41,266053,False,0.666,0.442,10,-10.572,1,0.0289,0.261,0.436,0.113,0.332,105.022,4,new-age,0
39564,2dDuHXxFxLsdYdBBtgjoEi,hans zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],dreaming of the crash,55,235837,False,0.135,0.0277,5,-35.251,1,0.0662,0.0528,0.957,0.269,0.0297,82.898,3,german,0
76975,18qLxh3A6CzajYMDQXWYlO,katherine jenkins,Home Sweet Home,"dreaming of the days (vocal version of einaudi’s ""i giorni"")",18,260940,False,0.303,0.252,11,-13.07,1,0.0366,0.883,1.28e-05,0.114,0.128,127.113,3,opera,0
4020,5DZNSYxhFA1WA9WEJg9TNY,cigarettes after sex,EP I.,dreaming of you,63,322218,False,0.298,0.398,7,-14.911,1,0.0365,0.549,0.105,0.136,0.174,64.135,3,ambient,0
99828,7keXdrB4mz57u4b8YkCwag,john mayer,Continuum,dreaming with a broken heart,62,245746,False,0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,4,singer-songwriter,0
59452,00XqffdqeCoKStAvgGnR6Y,crows in the rain,Dreaming,dreaming,1,363473,False,0.142,0.312,10,-10.954,0,0.0462,0.151,0.954,0.0852,0.077,139.309,3,iranian,0
60576,2ZTD9OQUNJwkAaJqayQluh,mavado,Gangsta For Life: The Symphony Of David Brooks,dreaming,21,202360,False,0.731,0.797,1,-5.983,1,0.315,0.000608,0.0,0.306,0.605,92.014,4,j-dance,1
75236,0f2Z6At02oFs7Ujt4sabcd,robert haig coxon,Prelude to Infinity,dreaming,26,337880,False,0.265,0.0294,0,-26.125,0,0.0351,0.99,0.949,0.126,0.0882,70.211,4,new-age,0
36214,46XpZgZjDK9Vpz5TBZUiYu,thunder,Dreaming,dreaming,60,138947,False,0.848,0.49,1,-10.753,0,0.0686,0.462,9.66e-05,0.26,0.58,114.006,4,french,1
54035,5SmuxMLo0LJzOAp0SvqoA9,arai tasuku,Alice,dreamland is falling dawn,20,110000,False,0.682,0.722,0,-9.216,1,0.0472,0.381,0.933,0.158,0.207,131.926,4,idm,2
4577,1lP5gmOcL7PxGodcw6rX04,alexis ffrench,Dreamland,dreamland,53,161258,False,0.235,0.118,3,-20.222,1,0.0318,0.98,0.888,0.125,0.185,167.29,3,ambient,0
101824,1Dv71hYl7XMbPonSYKqW5m,beautiful sleep,Night Hug,dreamland,59,166412,False,0.145,0.0711,1,-29.027,1,0.0397,0.83,0.852,0.108,0.0365,139.757,4,sleep,0
6858,2UKLCkE4HWN7OD6PacERKP,fallujah,Dreamless,dreamless,40,378205,False,0.484,0.934,9,-6.057,1,0.0781,0.0434,0.695,0.204,0.0599,130.034,4,black-metal,2
26921,0DBot2uK8DcgaipNnRNZJJ,heléne lundström,Small steps,dreamlover,18,138306,False,0.64,0.417,1,-7.55,0,0.0265,0.842,0.0,0.188,0.522,141.903,4,disney,0
46256,6741g9k5VqpvTNpFukJMmQ,technikore,Dreams (Back to 2005 Remix),dreams (back to 2005 remix),21,220461,False,0.459,0.956,0,-2.272,1,0.365,0.0358,0.000969,0.375,0.19,169.948,4,happy,2
54298,79pqKla5Q9IiAQfK4jalAO,quench;nicholson,Live at Tomorrowland Belgium 2018 (Highlights) [A State Of Trance Stage],dreams (mix cut) - nicholsons cathedral remix,12,159945,False,0.361,0.711,6,-11.097,1,0.0423,1.84e-06,0.869,0.492,0.0355,137.99,4,idm,2
54849,741EPsTFEY6PFpf7ZqdpcS,quench;nicholson,Live at Ultra Music Festival Miami 2018 (Highlights) [A State Of Trance Stage],dreams (mix cut) - nicholson’s cathedral remix,8,173933,False,0.43,0.885,1,-14.299,1,0.144,0.00022,0.0148,0.312,0.0385,138.049,4,idm,2
46055,4Fqm5rqB0WMx0hPOwgRjFr,2 brothers on the 4th floor,Dreams,dreams (will come alive),65,264000,False,0.702,0.953,7,-6.347,0,0.0473,0.0113,0.00193,0.266,0.507,134.027,4,happy,1
54847,2JQhcavFjkLO5qtNA5891J,quench;nicholson,Dreams,dreams - nicholson's extended cathedral remix,7,456003,False,0.572,0.939,5,-4.021,1,0.0506,3.24e-05,0.899,0.0975,0.258,138.008,4,idm,2
75284,08acQDpjsz1BHN9TZa1q0Z,brian crain,Life Is...,dreams and memories,24,242639,False,0.178,0.119,5,-18.541,1,0.0319,0.89,0.948,0.111,0.0388,92.878,4,new-age,0
4153,6qXs1dtubNruTULaetueVA,aswekeepsearching,Sleep,dreams are real,29,213391,False,0.53,0.2,10,-19.456,0,0.0383,0.932,0.00174,0.113,0.123,114.909,4,ambient,0
41367,5WqtCTkM6LIvj1wOEfA2k2,hammerfall,Crimson Thunder,dreams come true,43,242626,False,0.451,0.354,8,-8.22,0,0.0307,0.169,0.0,0.14,0.268,140.084,4,goth,0
41650,3kOCMifMe0odStyKDG8Og1,cyhra,No Halos in Hell,dreams gone wrong,53,215680,False,0.401,0.942,10,-7.487,1,0.0539,0.000378,0.0,0.0379,0.557,163.022,4,goth,2
105327,0whor6fkqbPnBQyEqPJXk7,justnormal,Love Letters,dreams in green,33,147484,False,0.714,0.421,9,-7.856,1,0.0508,0.709,0.886,0.0926,0.638,84.996,4,study,0
75762,4NXlsORkExosSY2riMB4vS,stanton lanier,Unveiled,dreams in the night,20,306813,False,0.354,0.127,8,-20.556,0,0.0449,0.99,0.918,0.112,0.106,108.02,4,new-age,0
107978,32TKQVwtSGCHIqmbmaNdFj,new order,Movement,dreams never end - 2015 remaster,58,195306,False,0.606,0.913,9,-7.865,1,0.0417,0.0154,0.905,0.326,0.817,146.15,4,synth-pop,2
101851,3PMP7s6o3dLLyHnsfqkUs5,sleepy moon,Dreams Of Delta,dreams of delta,58,257142,False,0.14,0.0424,7,-32.303,0,0.0416,0.886,0.723,0.0937,0.0592,141.576,4,sleep,0
24381,5eEiRn4wYsSbInolcRAYIY,derrick may,Innovator (Mayday),dreams of dreamers,7,241386,False,0.611,0.621,11,-10.059,0,0.0391,0.0445,0.013,0.0436,0.858,128.944,4,detroit-techno,1
59067,1UvOJ6a6d0y0kzPu3JJ79i,alphaxone;protou,Back to Beyond,dreams of solace,11,317016,False,0.163,0.255,5,-21.795,1,0.0384,0.519,0.8,0.309,0.0357,138.101,3,iranian,0
101910,55MCIV8vcsHVz2ECaveJpT,zarobi,Dreams of the Milky Way,dreams of the milky way,58,125015,False,0.22,0.0174,0,-31.847,1,0.0608,0.983,0.806,0.0825,0.0717,66.403,4,sleep,0
33702,2OoB6AHLHuLxhkNHrUH7lD,brennan savage;killstation,Tragedy,dreams of you,59,168000,False,0.65,0.737,9,-5.018,0,0.0402,0.194,5.09e-06,0.0949,0.376,130.015,4,emo,1
30361,7kaux342y0B446JgJgojAi,sara skinner;lost sky,Dreams pt. II,dreams pt. ii,63,215196,False,0.52,0.884,8,-4.809,1,0.0362,0.0253,0.000143,0.112,0.513,144.961,4,edm,2
31305,0dhVTBkpQiWpCnxWJECfFL,bazzi,Coffee Moment,dreams,0,147020,False,0.662,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.969,4,electro,1
66817,74vXy3yK20bkDlaP3FaWo9,blake rules;netherfriends,Kids Trap 3,dreams,9,183157,False,0.789,0.735,3,-7.557,0,0.108,0.331,0.00203,0.0811,0.69,152.035,4,kids,1
11140,69VxkO81CkF3BA9RG3bO1z,gabrielle,90's Music Grandi Successi,dreams,0,221400,False,0.619,0.719,9,-8.502,1,0.0465,0.0185,0.0,0.17,0.57,98.799,4,british,1
27003,560Ac5wm8qT64yGNRKRhpN,nero;zhu,Dreams,dreams,46,268043,False,0.521,0.55,1,-6.222,1,0.0709,0.0029,0.171,0.0955,0.0391,184.018,4,drum-and-bass,2
29772,7HOeuULGsJMkZ20gZlrMZr,rootkit,Dreams,dreams,47,188965,False,0.497,0.84,0,-3.519,1,0.134,0.00281,0.0272,0.121,0.0388,173.882,4,dubstep,2
72311,59PzGWG2yXtvQiznMaFTVg,dayseeker,Dreamstate,dreamstate,59,219354,False,0.471,0.935,6,-3.482,0,0.0567,0.00125,0.0,0.0386,0.496,95.983,4,metalcore,2
100832,3eQdKRWecdNSqMaa3gUtZi,feine sahne fischfilet,Sturm & Dreck,dreck der zeit,33,132455,False,0.573,0.972,6,-3.442,0,0.0606,0.00345,0.0,0.366,0.362,97.012,4,ska,2
42293,7n0ykTpyFXr4fH5iZuDQe3,full of hell,Roots of Earth Are Consuming My Home,dregs of pluto,17,171906,False,0.138,0.841,3,-5.067,0,0.0662,3.06e-06,0.237,0.0799,0.139,147.477,5,grindcore,2
73546,0jjdDN5G3DujDV46I3F9nR,dominik eulberg,Mannigfaltig,dreizehenspecht,21,214306,False,0.759,0.486,10,-8.096,1,0.0329,0.0195,0.975,0.102,0.302,111.012,4,minimal-techno,2
60470,2q2oPs2NIGRdXoF3RX1hkx,mavado,Levels Riddim,dress to impress,22,146400,True,0.738,0.675,8,-5.842,1,0.385,0.163,0.0,0.0935,0.455,91.474,4,j-dance,1
58382,6OSVqTKdYoj5jrbCCNPxRR,cky,An Ånswer Can Be Found,dressed in decay,26,195933,False,0.447,0.865,9,-6.056,1,0.039,4.07e-05,0.1,0.321,0.597,118.382,4,industrial,2
10676,0OZi21h20OgtJzZQeZCaIm,orbital,Monsters Exist (Deluxe),dressing up in other people's clothes - bonus track,13,277173,False,0.527,0.594,8,-6.698,1,0.0329,0.0207,0.834,0.119,0.106,103.996,4,breakbeat,2
23256,7mAYdYyUrkUSArOdSrC7rR,lu2vyk,Drew Barrymore,drew barrymore,52,205290,False,0.736,0.594,2,-6.479,1,0.0453,0.399,4.86e-06,0.326,0.426,103.007,4,deep-house,1
24292,0ck8ZpQPGN2zRa2YvzPNF1,drexciya,Grava 4,drexcyen r.e.s.t. principle,9,309320,False,0.776,0.64,1,-10.708,1,0.082,0.112,0.906,0.111,0.296,135.169,4,detroit-techno,2
24184,3WLCuV8rPYbYrjSsI31a4q,drexciya,Grava 4,drexcyen star chamber,12,375653,False,0.759,0.493,10,-13.899,0,0.0639,0.000117,0.733,0.199,0.335,133.774,4,detroit-techno,2
59000,2M4OCoJ5q4sYmItQ2YQcH8,crows in the rain,Dri:m Wan; Därk Blü,dri:merz path / way,29,471041,False,0.3,0.338,1,-8.869,0,0.032,0.00833,0.724,0.103,0.0595,140.112,3,iranian,0
49255,5FvdZ8gbPKr6qfen05303Q,refuzion,Drift Away (Numa Numa Yay),drift away (numa numa yay),54,172422,False,0.544,0.975,0,-2.965,1,0.0799,0.00296,0.0,0.133,0.318,149.913,4,hardstyle,2
19621,7uoydebZMtE7Ly3jZVXfFN,uncle kracker,Country Car Hits,drift away,1,255560,False,0.584,0.66,11,-5.078,1,0.0375,0.18,0.0,0.0979,0.868,151.958,4,country,1
73366,4t1DXTyp454P6uY7FL29rg,amelie lens,Contradiction,drift,42,397500,False,0.793,0.476,11,-15.635,0,0.0682,0.0673,0.941,0.104,0.0599,127.993,4,minimal-techno,2
17804,5FqMFN6enobvl6ojiTt98J,deadlife,Drift,drift,42,307000,False,0.627,0.84,7,-6.455,0,0.0532,0.00317,0.717,0.0849,0.0382,123.972,4,club,2
73762,5SeYB9Q4sbtdgCVfMj8XG7,jan blomqvist;aparde,Remote Control,drift,38,508986,False,0.896,0.421,2,-10.343,0,0.0865,0.0575,0.631,0.0974,0.205,124.017,4,minimal-techno,1
33923,0rWq1vxdBWKUZtoKVxRAs3,josh a,LONELY VIBES (Deluxe),drift,47,122935,False,0.799,0.804,8,-7.922,1,0.139,0.111,1.31e-05,0.197,0.798,165.019,4,emo,1
23514,1nN4hImiv5VUApR5bnqrvS,syn cole,Drift,drift,55,164516,False,0.726,0.801,1,-3.79,1,0.0278,0.109,0.0319,0.654,0.705,124.037,4,deep-house,1
38867,4OH7gct9nw1hYQ6jiqOLB9,rotten mind,Unflavored,drifter,24,214746,False,0.237,0.98,2,-5.674,1,0.101,3.84e-06,0.0272,0.361,0.258,190.074,4,garage,2
83944,68HDdKx3xQUh2U7CErYN1j,grum,Journey To ABGT500 pt.2,drifting away (abgt499d3),36,247619,False,0.541,0.895,6,-8.707,0,0.0426,0.000338,0.462,0.176,0.127,125.994,4,progressive-house,2
83981,6nbXYLeP21ksEQNFrHl2a2,audien;joe jury,Drifting Away,drifting away,55,198750,False,0.543,0.623,10,-4.067,1,0.0314,0.204,0.0,0.161,0.171,127.884,4,progressive-house,2
75920,75EbWbQCa3EDxLRjg1ui43,david arkenstone,Pure Sleep: Music And Nature Sounds For Peaceful Dreams,drifting away,21,480266,False,0.234,0.277,2,-23.213,0,0.0772,0.868,0.682,0.379,0.131,124.469,4,new-age,0
111195,3SGzRyb10ARnmWPSyzefPZ,faithless;rollo armstrong;sister bliss,Reverence / Irreverence,drifting away,27,248906,False,0.675,0.788,7,-8.837,0,0.0343,0.766,0.795,0.753,0.177,118.038,4,trip-hop,2
79903,7kIqDHQi0LgGXflnqf6Sy5,marika takeuchi,Missing Piece,drifting away,47,227360,False,0.298,0.333,9,-16.215,1,0.0436,0.967,0.906,0.122,0.16,86.234,4,piano,0
43808,6lppAaNhgh9dqfhQDyKTvd,topsy crettz,Drifting away,drifting away,38,170662,False,0.762,0.529,8,-7.973,0,0.0461,0.0282,0.545,0.076,0.564,116.013,4,groove,1
79858,2ElVZ4JztgEiG6vfb0ZdB2,william cas,Drifting Sand,drifting sand,57,140544,False,0.336,0.0343,9,-26.76,1,0.0357,0.916,0.9,0.0992,0.291,77.125,4,piano,0
75169,3TTAkX86WXiPmIW5uXig0c,sayama,InSPAration,drifting through time and space,27,266733,False,0.323,0.183,2,-16.404,1,0.0445,0.929,0.777,0.115,0.0367,139.342,4,new-age,0
52736,1EyAbOYZiO3WG6Bpu11n4w,hank williams,The Complete Hank Williams,drifting too far from shore - rare radio performance,11,193106,False,0.544,0.234,4,-15.043,1,0.0302,0.991,0.0,0.28,0.428,102.173,3,honky-tonk,0
4855,0OVpM1le7eDkWeTc9TUeN2,spacecraft,Drifting Towards the Horizon,drifting towards the horizon,38,261825,False,0.146,0.0945,6,-24.802,1,0.0407,0.861,0.93,0.0931,0.0323,138.522,3,ambient,0
36229,4XANZ0xRF0vGRso3vJZVrF,lonely in the rain;leo stannard,Drifting,drifting,60,206646,False,0.692,0.481,0,-9.084,1,0.0585,0.137,0.0,0.15,0.367,115.007,4,french,1
52469,3fjhdbUop7FSLTyD8wHMD2,ernest tubb,Retrospective (Volume 2),driftwood on the river,14,180893,False,0.683,0.271,2,-12.077,1,0.0359,0.919,0.0,0.371,0.608,132.761,4,honky-tonk,0
75627,1olFhlVBpv5iWdjrryBi9v,dan gibson's solitudes,Forest Cello,driftwood,22,382666,False,0.306,0.108,11,-22.479,0,0.0322,0.938,0.938,0.436,0.154,74.092,3,new-age,0
66468,3mGoGiLd7kn4T2QDCyAj9y,lani love,DRILL EM',drill em',12,178337,False,0.738,0.627,6,-5.956,1,0.333,0.311,5.41e-05,0.194,0.346,139.905,4,kids,1
42199,0f3eewTPq5192rTO3nFBMI,mortician,House By the Cemetary / Mortal Massacre,driller killer,18,121853,False,0.371,0.71,1,-12.48,1,0.339,0.398,0.00395,0.38,0.288,123.928,3,grindcore,2
19197,3RzDfzK5TNMfVvQRTfJmxz,eric church,Tailgate Country,drink in my hand,0,191306,False,0.626,0.913,0,-4.452,1,0.0317,0.00635,0.0,0.293,0.946,113.045,4,country,1
66466,1wO3kty7askKcNshJfy25o,andy z,Camp Andyland,drink more water,12,128400,False,0.851,0.329,4,-9.178,0,0.0674,0.826,0.0,0.137,0.712,129.033,4,kids,1
66825,5ZaF2vmQAL22TtrCKxGMrt,blake rules;netherfriends,Kids Trap 6,drink more water,8,145714,False,0.901,0.406,2,-12.333,1,0.413,0.213,5.38e-06,0.681,0.419,139.98,4,kids,1
60962,1yBfX6XP085S7jZxQnpymy,vybz kartel,Kingston Story (10th Anniversary Deluxe Edition),drinkin & smokin,18,206071,False,0.715,0.571,9,-8.214,0,0.306,0.0803,7.07e-06,0.101,0.369,83.453,4,j-dance,1
7039,5OwwWMZDh47EptyLoIAG23,trampled by turtles,Songs from a Ghost Town,drinkin in the morning,37,225946,False,0.553,0.703,4,-5.404,1,0.0276,0.208,0.084,0.179,0.705,92.292,4,bluegrass,1
52464,6qdkcDUc80NP6zj4VUD4qR,malcolm yelvington,Rockabilly 50,drinkin wine spo dee o dee,13,170362,False,0.638,0.572,5,-5.946,1,0.0287,0.685,3.07e-05,0.382,0.629,101.2,4,honky-tonk,1
92791,5ZiPfpJcQXVDEOypizITeV,the reverend horton heat,Laughin' & Cryin' With The Reverend Horton Heat,drinkin' & smokin' cigarettes,24,244613,False,0.55,0.83,0,-4.467,1,0.0708,0.53,2.7e-05,0.233,0.887,94.693,4,rockabilly,1
52474,4VAVSZSWgIPd8H2yuc2v1N,railbenders,Showdown,drinkin' buddies,13,204893,False,0.693,0.692,7,-6.622,1,0.0321,0.206,0.0,0.269,0.484,120.006,4,honky-tonk,1
41197,2XKjBZcTsW4WWrOsya6pB4,honky tonk hustlas,South of Nashville,drinkin' with my friends,28,166840,False,0.717,0.725,2,-5.301,1,0.0367,0.421,0.0,0.393,0.827,110.052,4,goth,1
8813,110pEfj2ij3wmN7Cs9RG7D,avail hollywood,Drinking Again,drinking again,33,237083,False,0.766,0.555,6,-5.62,0,0.0425,0.00542,0.0,0.338,0.714,104.963,4,blues,1
83419,1oHxIPqJyvAYHy0PVrDU98,calvin harris;tinie tempah,18 Months,drinking from the bottle (feat. tinie tempah),62,240346,False,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,4,progressive-house,1
92820,2qzFaUkPP510VTnui66MCG,the baboons,Drinking Gasoline,drinking gasoline,23,175333,False,0.802,0.5,4,-11.085,0,0.0344,0.771,0.00158,0.102,0.853,113.83,4,rockabilly,1
70268,4UXIejXKvrHnbKoCNxojQA,patrick brasca,Drinking On A Tuesday,drinking on a tuesday,45,196707,False,0.665,0.74,5,-5.705,1,0.0319,0.142,0.0,0.231,0.914,123.054,4,mandopop,1
7014,16R4mLsUaqxztNbnjkzV1n,the steeldrivers,The Muscle Shoals Recordings,drinkin’ alone,34,160346,False,0.476,0.684,2,-7.764,1,0.0594,0.299,1.34e-05,0.271,0.503,188.156,3,bluegrass,2
51138,3FQwvjvKnE3O4YKawVUNpA,lil baby;gunna,Bad Boy Club,drip too hard,0,145542,True,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.39,112.509,4,hip-hop,1
71807,6CgFrA9qNPFMlnL40LQ8qJ,clonnex,MEDIV Luff N Sip,dripoholic,54,121678,True,0.564,0.628,2,-7.2,1,0.0578,0.0267,0.0,0.767,0.158,142.999,3,metal,2
66562,6qf5k1SyBXfgh9vkZVjL7m,lil' ron ron,Dripping Sauce,drippin sauce,9,260376,False,0.903,0.486,4,-7.223,0,0.345,0.0781,7.35e-06,0.0901,0.786,129.977,4,kids,1
112701,4SKKmtA5ZgbcLzcjTzl8iP,adem & murat;megan kashat,Dripping,dripping,53,194234,False,0.816,0.651,2,-7.988,0,0.0869,0.0132,0.5,0.0811,0.294,110.001,4,turkish,2
37504,6eCmK3GQyFuTNWCJHsaF9d,clean bandit;topic;wes nelson,Drive (feat. Wes Nelson),drive (feat. wes nelson),71,179374,False,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994,4,funk,1
24776,4SSYENHNcP0d6SSf7ebNNa,aaron carl,Detrevolution,drive (i-75),7,201693,False,0.736,0.609,2,-13.15,1,0.0477,0.0268,0.803,0.448,0.279,147.992,4,detroit-techno,2
47456,2lFFiNm0XtgJ6wkdncTB4k,the cars,Heartbeat City (Expanded Edition),drive - 2017 remaster,70,234332,False,0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,4,hard-rock,2
23134,3XsNRi2cypsksscysYbyaF,black coffee;david guetta;delilah montagu,Subconsciously,drive - edit,59,191258,False,0.721,0.789,11,-8.779,0,0.0382,0.00123,0.0454,0.0791,0.429,118.024,4,deep-house,1
28920,1pSrJ6CpaOtoDTNgubJ6Zx,krewella;retrovision,Drive Away (RetroVision Remix),drive away (retrovision remix),42,205153,True,0.666,0.951,1,-3.963,1,0.072,0.0373,0.000348,0.234,0.232,129.954,4,dub,2
28173,408UEGA6FV2nvQjr1nt1VT,krewella,The Body Never Lies,drive away,51,240000,True,0.502,0.874,5,-3.742,0,0.203,0.0543,1.27e-06,0.426,0.392,141.776,4,dub,2
71665,4kZbYkUuDHyphD71bPMYL1,steven wilson,The Raven That Refused to Sing (and Other Stories),drive home,47,457250,False,0.447,0.343,2,-11.625,1,0.0311,0.0419,0.329,0.102,0.0777,123.904,4,metal,2
11376,06ypiqmILMdVeaiErMFA91,the beatles,Rubber Soul (Remastered),drive my car - remastered 2009,65,148893,False,0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,4,british,1
7472,1caNRaYDGXxMpXMWgHSQps,the po' ramblin' boys,Back to the Mountains,drive myself to drinkin',23,157098,False,0.673,0.751,9,-6.138,1,0.0363,0.727,0.0,0.305,0.961,119.268,4,bluegrass,1
66264,4jPaFHFNyqy33t2h6GEEcz,christopher zondaflex tyler,Mr Chris' Hip Hop for Tots,drive the car,14,114443,False,0.945,0.28,1,-19.614,1,0.302,0.0244,0.0,0.111,0.604,107.983,4,kids,1
103561,7ckfO3Cerf6OsNgdHBqf1b,daniel di angelo,Drive You Insane,drive you insane,55,212062,True,0.732,0.492,7,-7.672,0,0.0545,0.488,1.66e-05,0.102,0.225,119.904,4,soul,0
36908,4yJRkaRQkhYzjfaQ8mdxao,angara,Drive,drive,51,255737,False,0.598,0.59,10,-11.465,0,0.103,0.0141,0.788,0.112,0.0639,122.046,4,french,2
23400,67aiZtmB5ZBCGxBN3pOL6C,black coffee;david guetta;delilah montagu,Drive,drive,48,283620,False,0.718,0.728,11,-9.46,0,0.0401,0.000326,0.347,0.0963,0.505,118.036,4,deep-house,1
30428,6E23vNBxAqr0lF60IvAv3j,clean bandit;topic;wes nelson,Today's Party Hits,drive,0,179374,False,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994,4,edm,1
2707,7nnWIPM5hwE3DaUBkvOIpy,incubus,Make Yourself,drive,75,232453,False,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,alt-rock,1
98838,6So7SrLC2d8FRDEQRa13gE,krystina alabado;emma hunton;ben fankhauser;katie thompson,The Mad Ones (Studio Cast Recording),drive,21,285217,False,0.487,0.265,6,-8.538,1,0.076,0.774,0.0,0.0897,0.242,142.529,4,show-tunes,0
82193,6vPWwMHmLCo8IwRHtA9yqG,off with their heads,In Desolation,drive,31,165573,False,0.529,0.973,0,-4.358,1,0.062,0.00025,0.0379,0.145,0.465,100.018,4,power-pop,2
47800,3wfujdbamR3Z46F4xav7LM,the cars,Heartbeat City,drive,67,234493,False,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,5,hard-rock,1
24848,5qbfRraRy2F1cOOmCnKBzK,theo parrish,American Intelligence,drive,7,650053,False,0.668,0.798,1,-11.956,1,0.0406,0.0136,0.94,0.432,0.0362,128.055,4,detroit-techno,2
27600,1tm7cZeRQFQsc2Nrpv8PYj,pendulum,Nothing For Free,driver,47,209515,False,0.4,0.979,1,-3.228,1,0.0822,5.65e-05,0.879,0.0631,0.202,173.92,4,drum-and-bass,2
79714,5A6E9cVlxYAmEvdbEE4w9Y,karim kamar,"Selected Works, Vol. 3",drivers license - piano arrangement,40,284000,False,0.344,0.081,10,-23.65,1,0.0564,0.983,0.9,0.103,0.034,128.876,4,piano,0
55662,6uDF3Q5Ev1PkyLdEZxqmNr,pranish vp,Drivers License X Soch Na Sake,drivers license x soch na sake,45,242178,False,0.524,0.371,9,-10.85,1,0.0329,0.888,0.0,0.112,0.376,144.033,4,indian,0
45659,50CjuCGXWHvo6qnoGpRl5c,andrew foy;renee foy,drivers license,drivers license,25,236666,False,0.561,0.017,3,-30.307,1,0.0407,0.832,0.000387,0.099,0.156,143.849,4,guitar,0
